100	0	264600
100	132300	396900
101	0	264600
101	132300	396900
102	0	264600
102	132300	396900
103	0	264600
103	132300	396900
104	0	264600
104	132300	396900
105	0	264600
105	132300	396900
106	0	264600
106	132300	396900
107	0	264600
107	132300	396900
108	0	264600
108	132300	396900
109	0	264600
109	132300	396900
110	0	264600
110	132300	396900
111	0	264600
111	132300	396900
112	0	264600
112	132300	396900
113	0	264600
113	132300	396900
114	0	264600
114	132300	396900
115	0	264600
115	132300	396900
116	0	264600
116	132300	396900
117	0	264600
117	132300	396900
118	0	264600
118	132300	396900
119	0	264600
119	132300	396900
120	0	264600
120	132300	396900
121	0	264600
121	132300	396900
122	0	264600
122	132300	396900
123	0	264600
123	132300	396900
124	0	264600
124	132300	396900
125	0	264600
125	132300	396900
126	0	264600
126	132300	396900
127	0	264600
127	132300	396900
128	0	264600
128	132300	396900
129	0	264600
129	132300	396900
130	0	264600
130	132300	396900
131	0	264600
131	132300	396900
132	0	264600
132	132300	396900
133	0	264600
133	132300	396900
134	0	264600
134	132300	396900
135	0	264600
135	132300	396900
136	0	264600
136	132300	396900
137	0	264600
137	132300	396900
138	0	264600
138	132300	396900
139	0	264600
139	132300	396900
140	0	264600
140	132300	396900
141	0	264600
141	132300	396900
142	0	264600
142	132300	396900
143	0	264600
143	132300	396900
144	0	264600
144	132300	396900
145	0	264600
145	132300	396900
146	0	264600
146	132300	396900
147	0	264600
147	132300	396900
148	0	264600
148	132300	396900
149	0	264600
149	132300	396900
150	0	264600
150	132300	396900
151	0	264600
151	132300	396900
152	0	264600
152	132300	396900
153	0	264600
153	132300	396900
154	0	264600
154	132300	396900
155	0	264600
155	132300	396900
156	0	264600
156	132300	396900
157	0	264600
157	132300	396900
158	0	264600
158	132300	396900
159	0	264600
159	132300	396900
160	0	264600
160	132300	396900
161	0	264600
161	132300	396900
162	0	264600
162	132300	396900
163	0	264600
163	132300	396900
164	0	264600
164	132300	396900
165	0	264600
165	132300	396900
166	0	264600
166	132300	396900
167	0	264600
167	132300	396900
168	0	264600
168	132300	396900
169	0	264600
169	132300	396900
170	0	264600
170	132300	396900
171	0	264600
171	132300	396900
172	0	264600
172	132300	396900
173	0	264600
173	132300	396900
174	0	264600
174	132300	396900
175	0	264600
175	132300	396900
176	0	264600
176	132300	396900
177	0	264600
177	132300	396900
178	0	264600
178	132300	396900
179	0	264600
179	132300	396900
180	0	264600
180	132300	396900
181	0	264600
181	132300	396900
182	0	264600
182	132300	396900
183	0	264600
183	132300	396900
184	0	264600
184	132300	396900
185	0	264600
185	132300	396900
186	0	264600
186	132300	396900
187	0	264600
187	132300	396900
188	0	264600
188	132300	396900
189	0	264600
189	132300	396900
190	0	264600
190	132300	396900
191	0	264600
191	132300	396900
192	0	264600
192	132300	396900
193	0	264600
193	132300	396900
194	0	264600
194	132300	396900
195	0	264600
195	132300	396900
196	0	264600
196	132300	396900
197	0	264600
197	132300	396900
198	0	264600
198	132300	396900
199	0	264600
199	132300	396900
200	0	264600
200	132300	396900
201	0	264600
201	132300	396900
202	0	264600
202	132300	396900
203	0	264600
203	132300	396900
204	0	264600
204	132300	396900
205	0	264600
205	132300	396900
206	0	264600
206	132300	396900
207	0	264600
207	132300	396900
208	0	264600
208	132300	396900
209	0	264600
209	132300	396900
210	0	264600
210	132300	396900
211	0	264600
211	132300	396900
212	0	264600
212	132300	396900
213	0	264600
213	132300	396900
214	0	264600
214	132300	396900
215	0	264600
215	132300	396900
216	0	264600
216	132300	396900
217	0	264600
217	132300	396900
218	0	264600
218	132300	396900
219	0	264600
219	132300	396900
220	0	264600
220	132300	396900
221	0	264600
221	132300	396900
222	0	264600
222	132300	396900
223	0	264600
223	132300	396900
224	0	264600
224	132300	396900
225	0	264600
225	132300	396900
226	0	264600
226	132300	396900
227	0	264600
227	132300	396900
228	0	264600
228	132300	396900
229	0	264600
229	132300	396900
